id,code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
11006,CMX,KCMX,Houghton County Memorial Airport,47.16827015,-88.48651130231423,1007,,America/Detroit,CMX,US,Hancock,Michigan,Houghton County,AP
11007,CMY,KCMY,Sparta Fort McCoy Airport,44.03347,-90.77897,987,,America/Chicago,CMY,US,Sparta,Wisconsin,Monroe County,AP
11008,CMZ,,Caia Airport,-17.85,35.4,141,,Africa/Maputo,CMZ,MZ,Caia,Southern Region,Nsanje District,AP
11009,CNA,MMCA,Cananea National Airport,"31.0",-110.333336,5495,,America/Hermosillo,CNA,MX,Cananea,Sonora,,AP
11010,CNB,YCNM,Coonamble Airport,-30.982210549999998,148.37584984377042,538,,Australia/Sydney,CNB,AU,Coonamble,New South Wales,Coonamble,AP
11011,CNC,YCCT,Coconut Island Airport,-10.0500321,143.07078934368198,22,,Australia/Brisbane,CNC,AU,,,,AP
11012,CND,LRCK,Mihail KogÄƒlniceanu International Airport,44.364428399999994,28.48645083006126,308,,Europe/Bucharest,CND,RO,ConstanÅ£a,Constanta,Comuna Mihail Kogalniceanu,AP
11013,CNE,1V6,Fremont County Airport,38.45,-105.23333,5337,http://www.fremontco.com/airport/,America/Denver,CNE,US,CaÃ±on City,Colorado,Fremont County,AP
11014,CNF,SBCF,Tancredo Neves International Airport,-19.63339785,-43.96836942393943,2713,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,America/Sao_Paulo,BHZ,BR,Belo Horizonte,Minas Gerais,Lagoa Santa,AP
11015,CNG,LFBG,Cognac-ChÃ¢teaubernard (BA 709) Air Base,45.683334,-0.333333,121,,Europe/Paris,CNG,FR,Cognac/ChÃ¢teaubernard,Poitou-Charentes,Departement de la Charente,AP
11016,CNH,KCNH,Claremont Municipal Airport,43.38333,-72.333336,734,http://www.claremontnh.com/residents/claremont-municipal-airport.aspx,America/New_York,CNH,US,Claremont,New Hampshire,Sullivan County,AP
11017,CNI,ZYCH,Changhai Airport,31.25,121.433334,36,,Asia/Shanghai,CNI,CN,Changhai,Shanghai Shi,,AP
11018,CNJ,YCCY,Cloncurry Airport,-20.668905,140.50851,606,,Australia/Brisbane,CNJ,AU,Cloncurry,,,AP
11019,CNK,KCNK,Blosser Municipal Airport,39.548009,-97.6535883,1519,,America/Chicago,CNK,US,Concordia,Kansas,Cloud County,AP
11020,CNL,EKSN,Sindal Airport,57.50399995,10.229190629496532,82,http://www.eksn.dk/,Europe/Copenhagen,CNL,DK,Sindal,North Denmark,Hjorring Kommune,AP
11021,CNM,KCNM,Cavern City Air Terminal,32.33739365,-104.2624048931695,3267,,America/Denver,CNM,US,Carlsbad,New Mexico,Eddy County,AP
11022,CNN,VOKN,Kannur International Airport,11.9172722,75.54478488645225,354,,Asia/Kolkata,CNN,IN,Kannur,Kerala,Kannur,AP
11023,CNO,KCNO,Chino Airport,33.973959300000004,-117.63479292408307,610,http://cms.sbcounty.gov/airports/Airports/Chino.aspx,America/Los_Angeles,CNO,US,Chino,California,San Bernardino County,AP
11024,CNP,BGCO,Neerlerit Inaat Airport,70.74137594999999,-22.646402547542213,"0",,America/Scoresbysund,CNP,GL,Neerlerit Inaat,,,AP
11025,CNQ,SARC,Corrientes Airport,-27.449722,-58.762222,187,,America/Argentina/Cordoba,CNQ,AR,Corrientes,Corrientes,,AP
11026,CNR,SCRA,ChaÃ±aral Airport,-26.33254,-70.60733997511832,104,,America/Santiago,CNR,CL,ChaÃ±aral,,,AP
11027,CNS,YBCS,Cairns International Airport,-16.877789200000002,145.75154952736838,59,,Australia/Brisbane,CNS,AU,Cairns,Queensland,Cairns,AP
11028,CNT,,Charata Airport,-27.2164,-61.2103,298,,America/Argentina/Cordoba,CNT,AR,Charata,Chaco,,AP
11029,CNU,KCNU,Chanute Martin Johnson Airport,37.683334,-95.45,954,http://www.chanute.org/index.aspx?NID=65,America/Chicago,CNU,US,Chanute,Kansas,Neosho County,AP
11030,CNV,SNED,SÃ³crates Rezende Airport,-15.6649926,-38.9558886,32,,America/Bahia,CNV,BR,Canavieiras,Bahia,Canavieiras,AP
11031,CNW,KCNW,TSTC Waco Airport,31.916668,-97.13333,603,http://www.waco.tstc.edu/airport,America/Chicago,ACT,US,Waco,Texas,Hill County,AP
11032,CNX,VTCC,Chiang Mai International Airport,18.76684265,98.96487808920725,971,,Asia/Bangkok,CNX,TH,Chiang Mai,Chiang Mai,,AP
11033,CNY,KCNY,Canyonlands Regional Airport,38.7584059,-109.748812,4507,,America/Denver,CNY,US,Moab,Utah,Grand County,AP
11034,CNZ,,Cangamba Airport,-11.5,"19.0",4320,,Africa/Luanda,CNZ,AO,Cangamba,Moxico,,AP
11035,COA,O22,Columbia Airport,38.03086945,-120.41434359242209,2093,http://www.tuolumnecounty.ca.gov/index.aspx?NID=372,America/Los_Angeles,COA,US,Columbia,California,Tuolumne County,AP
11036,COB,,Coolibah Airport,-15.5482998,130.9620056,101,,Australia/Darwin,COB,AU,Coolibah,,,AP
11037,COC,SAAC,Comodoro Pierrestegui Airport,-31.297222,-57.996387,68,,America/Argentina/Cordoba,COC,AR,Concordia,Salto,,AP
11038,COD,KCOD,Yellowstone Regional Airport,44.520751950000005,-109.02185342965336,5088,http://www.flyyra.com/,America/Denver,COD,US,Cody,Wyoming,Park County,AP
11039,COE,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,47.683334,-116.76667,2178,http://www.cdaairport.com/,America/Los_Angeles,COE,US,Coeur d'Alene,Idaho,Kootenai County,AP
11040,COF,KCOF,Patrick Space Force Base,28.35,-80.73333,36,http://www.patrick.af.mil/,America/New_York,COI,US,Cocoa Beach,Florida,Brevard County,AP
11041,COG,SKCD,Mandinga Airport,5.08333,-76.7,157,,America/Bogota,COG,CO,Condoto,Choco,,AP
11042,COH,VECO,Cooch Behar Airport,26.32970445,89.46984059334517,91,,Asia/Kolkata,COH,IN,Koch Bihar,West Bengal,Koch Bihar,AP
11043,COI,KCOI,Merritt Island Airport,28.316668,-80.6,"0",,America/New_York,COI,US,Merritt Island,Florida,Brevard County,AP
11044,COJ,YCBB,Coonabarabran Airport,-31.337221,149.27194,2001,,Australia/Sydney,COJ,AU,Coonabarabran,New South Wales,Warrumbungle Shire,AP
11045,COK,VOCI,Cochin International Airport,10.15448595,76.39248892735499,29,http://www.cial.aero/,Asia/Kolkata,COK,IN,Kochi,Kerala,Ernakulam,AP
11046,COL,EGEL,Coll Airport,56.61667,-6.616667,39,,Europe/London,COL,GB,Coll Island,,,AP
11047,COM,KCOM,Coleman Municipal Airport,31.833332,-99.433334,1738,http://www.cityofcolemantx.us/airport.html,America/Chicago,COM,US,Coleman,Texas,Coleman County,AP
11048,CON,KCON,Concord Municipal Airport,43.2,-71.53333,275,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,America/New_York,CON,US,Concord,New Hampshire,Merrimack County,AP
11049,COO,DBBB,Cadjehoun Airport,6.3577513,2.385905079697595,26,,Africa/Porto-Novo,COO,BJ,Cotonou,Littoral,,AP
11050,COP,K23,Cooperstown-Westville Airport,42.7,-74.933334,1312,,America/New_York,COP,US,Cooperstown,New York,Otsego County,AP
11051,COQ,ZMCD,Choibalsan Airport,48.13333,114.9,2450,,Asia/Choibalsan,COQ,MN,Choibalsan,,,AP
11052,COR,SACO,Ingeniero Ambrosio Taravella Airport,-31.31548,-64.21377,1584,,America/Argentina/Cordoba,COR,AR,Cordoba,Cordoba,,AP
11053,COS,KCOS,City of Colorado Springs Municipal Airport,38.8004299,-104.70327708699932,6131,https://flycos.coloradosprings.gov/,America/Denver,COS,US,Colorado Springs,Colorado,El Paso County,AP
11054,COT,KCOT,Cotulla-La Salle County Airport,28.4585165,-99.22114405284648,449,http://www.cotullaairport.com/,America/Chicago,COT,US,Cotulla,Texas,La Salle County,AP
11055,COU,KCOU,Columbia Regional Airport,38.8168307,-92.2198931,862,,America/Chicago,COU,US,Columbia,Missouri,Boone County,AP
11056,COV,,Ã‡ukurova International Airport,40.283333,-7.5,1948,,Europe/Lisbon,COV,PT,Covilha,Castelo Branco,Covilha,AP
11057,COW,SCCQ,Tambillos Airport,-32.8,-70.63333,2486,,America/Santiago,COW,CL,Coquimbo,Valparaiso,Provincia de Los Andes,AP
11058,COY,YCWY,Coolawanyah Airport,-21.85,117.75,1151,,Australia/Perth,COY,AU,Coolawanyah Station,,,AP
11059,COZ,MDCZ,Constanza - ExpediciÃ³n 14 de Junio National Airport,18.9,-70.71667,3877,,America/Santo_Domingo,COZ,DO,Costanza,La Vega,Constanza,AP
11060,CPA,GLCP,Cape Palmas Airport,4.376667,-7.695556,19,,Africa/Monrovia,CPA,LR,Harper,Maryland,,AP
11061,CPB,SKCA,CapurganÃ¡ Airport,8.632427,-77.35012186981567,95,,America/Bogota,CPB,CO,CapurganÃ¡,,,AP
11062,CPC,SAZY,Aviador C. Campos Airport,-40.066666,-71.13333,2500,,America/Argentina/Salta,CPC,AR,Chapelco/San Martin de los Andes,Neuquen,,AP
11063,CPD,YCBP,Coober Pedy Airport,-29.041282199999998,134.72258592176874,767,,Australia/Adelaide,CPD,AU,,,,AP
11064,CPE,MMCP,Ingeniero Alberto AcuÃ±a Ongay International Airport,19.835,-90.509445,42,,America/Merida,CPE,MX,Campeche,Campeche,Campeche,AP
11065,CPF,WARC,Ngloram Airport,-7.15,111.583336,88,,Asia/Jakarta,CPF,ID,Tjepu-Java Island,Central Java,,AP
11066,CPG,,Carmen de Patagones Airport,-40.833332,"-63.0",124,,America/Argentina/Buenos_Aires,CPG,AR,Carmen de Patagones,,,AP
11067,CPH,EKCH,Copenhagen Kastrup Airport,55.6091282,12.650982248393536,26,http://www.cph.dk/en/,Europe/Copenhagen,CPH,DK,Copenhagen,Capital Region,Dragor Kommune,AP
11068,CPI,,Cape Orford Airport,-5.44872185,152.0807731606676,26,,Pacific/Port_Moresby,CPI,PG,,,,AP
11069,CPL,SKHA,General Navas Pardo Airport,3.716667,-75.46667,2634,,America/Bogota,CPL,CO,Chaparral,Tolima,,AP
11070,CPM,KCPM,Compton Woodley Airport,33.894444,-118.24778,82,,America/Los_Angeles,CPM,US,Compton,California,Los Angeles County,AP
11071,CPN,,Cape Rodney Airport,-10.179823,148.3790302,22,,Pacific/Port_Moresby,CPN,PG,Cape Rodney,,,AP
11072,CPO,SCAT,Desierto de Atacama Airport,-27.29892,-70.414406,994,,America/Santiago,CPO,CL,Copiapo,Atacama,Provincia de Copiapo,AP
11073,CPP,SCKP,Coposa Airport,-20.75,-68.683333,12391,,America/Santiago,CPP,CL,Pica,,,AP
11074,CPQ,,International,-22.856462,-47.111595,1919,,America/Sao_Paulo,CPQ,BR,Campinas,Sao Paulo,Campinas,AP
11075,CPR,KCPR,Casper-Natrona County International Airport,42.9054165,-106.46452637926663,5328,,America/Denver,CPR,US,Casper,Wyoming,Natrona County,AP
11076,CPS,KCPS,St Louis Downtown Airport,38.56948535,-90.15194783343586,383,,America/Chicago,STL,US,Cahokia/St Louis,Illinois,Saint Clair County,AP
11077,CPT,FACT,Cape Town International Airport,-33.97184585,18.602112520148317,114,http://www.airports.co.za/home.asp?pid=229,Africa/Johannesburg,CPT,ZA,Cape Town,Western Cape,City of Cape Town,AP
11078,CPU,SNCU,Cururupu Airport,-1.821111,-44.866944,78,,America/Fortaleza,CPU,BR,Cururupu,Maranhao,Cururupu,AP
11079,CPV,SBKG,Presidente JoÃ£o Suassuna Airport,-7.27016065,-35.89609699581786,1561,,America/Fortaleza,CPV,BR,Campina Grande,Paraiba,Campina Grande,AP
11080,CPX,TJCP,Benjamin Rivera Noriega Airport,18.31337195,-65.30421884297488,36,,America/Puerto_Rico,CPX,PR,Culebra Island,Culebra,,AP
11081,CQA,SWEK,Canarana Airport,-13.57509615,-52.26867717855606,1325,,America/Cuiaba,CQA,BR,Canarana,,,AP
11082,CQD,OIFS,Shahrekord Airport,32.29394005,50.83988980381278,6692,,Asia/Tehran,CQD,IR,Shahrekord,Chahar Mahall va Bakhtiari,,AP
11083,CQF,LFAC,Calais-Dunkerque Airport,50.9607603,1.9533631394434978,36,,Europe/Paris,CQF,FR,Calais/Dunkerque,Nord-Pas-de-Calais,Departement du Pas-de-Calais,AP
11084,CQM,LERL,Ciudad Real International Airport,38.983334,-3.916667,2093,http://www.aeropuertocentralcr.com/,Europe/Madrid,CQM,ES,Ciudad Real,,,AP
11085,CQP,YCFL,Cape Flattery Airport,-18.2,147.5,3609,,Australia/Brisbane,CQP,AU,Cooktown,Queensland,Townsville,AP
11086,CQS,SWCQ,Costa Marques Airport,-12.4249231,-64.25192287574623,456,,America/Porto_Velho,CQS,BR,Costa Marques,,,AP
11087,CQT,,Caquetania Airport,1.616667,-74.166664,807,,America/Bogota,CQT,CO,Caquetania,,,AP
11088,CQW,,Chongqing XiannÃ¼shan Airport,34.7129,-79.957,209,,America/New_York,CQW,US,Wulong,,,AP
11089,CRA,LRCV,Craiova International Airport,44.318807050000004,23.889104852848654,603,http://www.aeroportcraiova.ro/,Europe/Bucharest,CRA,RO,Craiova,Dolj,Comuna Carcea,AP
11090,CRB,YCBR,Collarenebri Airport,-29.524299,148.5768224,462,,Australia/Sydney,CRB,AU,Lightning Ridge,,,AP
11091,CRC,SKGO,Santa Ana Airport,4.766667,-75.933334,2972,,America/Bogota,CRC,CO,Cartago,Valle del Cauca,,AP
11092,CRD,SAVC,General E. Mosconi Airport,-45.787224,-67.462776,91,,America/Argentina/Catamarca,CRD,AR,Comodoro Rivadavia,Chubut,,AP
11093,CRE,KCRE,Grand Strand Airport,33.8112835,-78.7233511,32,,America/New_York,MYR,US,North Myrtle Beach,South Carolina,Horry County,AP
11094,CRF,FEFC,Carnot Airport,4.983333,15.933333,2263,,Africa/Bangui,CRF,CF,Carnot,Mambere-Kadei,,AP
11095,CRG,KCRG,Jacksonville Executive at Craig Airport,30.5,-81.666664,82,http://www.flyjacksonville.com/content.aspx?id=86,America/New_York,JAX,US,Jacksonville,,,AP
11096,CRH,YCHB,Cherrabah Airport,"-28.0",152.16667,2024,,Australia/Brisbane,CRH,AU,Cherrabah Homestead Resort,,,AP
11097,CRI,MYCI,Colonel Hill Airport,22.7467692,-74.17689403811961,36,,America/Nassau,CRI,BS,Colonel Hill,,,AP
11098,CRJ,,Coorabie Airport,-31.8943996,132.2960052,32,,Australia/Adelaide,CRJ,AU,Coorabie,,,AP
11099,CRK,RPLC,Clark International Airport / Clark Air Base,15.18716705,120.55746496222983,462,http://www.clarkairport.com/,Asia/Manila,CRK,PH,Angeles/Mabalacat,Central Luzon,,AP
11100,CRL,EBCI,Brussels South Charleroi Airport,50.463637250000005,4.466173283859401,567,http://www.charleroi-airport.com/doc.php?nd=o29&tid=29&lg=2&docid=1&site=1,Europe/Brussels,BRU,BE,Brussels,Wallonia,Province du Hainaut,AP
11101,CRM,RPVF,Catarman National Airport,12.483333,124.583336,246,,Asia/Manila,CRM,PH,Catarman,Eastern Visayas,Province of Northern Samar,AP
11102,CRO,,Corcoran Airport,36.10280109999999,-119.59505191182205,114,,America/Los_Angeles,CRO,US,Corcoran,California,Kings County,AP
11103,CRP,KCRP,Corpus Christi International Airport,27.7702374,-97.50657535472868,55,,America/Chicago,CRP,US,Corpus Christi,,,AP
11104,CRQ,SSCV,Caravelas Airport,-17.75,-39.25,"0",,America/Bahia,CRQ,BR,Caravelas,Bahia,Nova Vicosa,AP
11105,CRR,SANW,Ceres Airport,-29.916668,-61.833332,288,,America/Argentina/Cordoba,CRR,AR,Ceres,Santa Fe,,AP
11106,CRS,KCRS,C David Campbell Field Corsicana Municipal Airport,32.1,-96.46667,429,http://www.cityofcorsicana.com/Index.aspx?NID=577,America/Chicago,CRS,US,Corsicana,Texas,Navarro County,AP
11107,CRT,KCRT,Z M Jack Stell Field,33.13333,-91.96667,141,,America/Chicago,CRT,US,Crossett,Arkansas,Ashley County,AP
11108,CRU,TGPZ,Lauriston Airport,12.476431,-61.471411871125355,22,,America/Grenada,CRU,GD,Carriacou Island,,,AP
11109,CRV,LIBC,Crotone Airport,38.99735655,17.079721192856304,495,http://www.aeroporto.kr.it/cartaservizi_eng.asp,Europe/Rome,CRV,IT,Crotone,Calabria,Provincia di Crotone,AP
11110,CRW,KCRW,Yeager Airport,38.37294755,-81.5942197333228,944,,America/New_York,CRW,US,Charleston,West Virginia,Kanawha County,AP
11111,CRX,KCRX,Roscoe Turner Airport,34.9150009,-88.6035004,364,http://www.corinth-alcornairport.com,America/Chicago,CRX,US,Corinth,Mississippi,Alcorn County,AP
11112,CRY,,Carlton Hill Airport,-15.466667,128.61667,144,,Australia/Perth,CRY,AU,Carlton Hill,,,AP
11113,CRZ,UTAV,TÃ¼rkmenabat International Airport,39.083332,63.61667,623,,Asia/Ashgabat,CRZ,TM,TÃ¼rkmenabat,Lebap,,AP
11114,CSA,EGEY,Colonsay Airstrip,56.0576378,-6.243205297783833,19,,Europe/London,CSA,GB,Colonsay,,,AP
11115,CSB,LRCS,CaransebeÅŸ Airport,45.41990835,22.24837132340668,813,,Europe/Bucharest,CSB,RO,CaransebeÅŸ,Caras-Severin,Municipiul Caransebes,AP
11116,CSC,MRMJ,Mojica Airport,10.766667,-85.48333,636,,America/Costa_Rica,CSC,CR,CaÃ±as,,,AP
11117,CSD,,Cresswell Downs Airport,-17.9465486,135.9131058,721,,Australia/Darwin,CSD,AU,Cresswell Downs,,,AP
11118,CSE,"0CO2",Crested Butte Airpark,38.86667,-106.98333,8897,,America/Denver,CSE,US,Crested Butte,Colorado,Gunnison County,AP
11119,CSF,LFPC,Creil Air Base,49.2514148,2.5145065264394058,262,,Europe/Paris,CSF,FR,Creil,Picardie,Departement de l'Oise,AP
11120,CSG,KCSG,Columbus Metropolitan Airport,32.466667,-84.98333,252,,America/New_York,CSG,US,Columbus,,,AP
11121,CSH,ULAS,Solovki Airport,65.02944,35.733334,32,,Europe/Moscow,CSH,RU,Solovetsky Islands,Republic of Karelia,,AP
11122,CSI,YCAS,Casino Airport,-28.880727450000002,153.05894080670998,68,,Australia/Sydney,CSI,AU,Casino,New South Wales,Richmond Valley,AP
11123,CSJ,,Cape St Jacques,10.033333,"111.0","0",,Asia/Ho_Chi_Minh,CSJ,VN,Phu Quy,Binh Thuan,,AP
11124,CSK,GOGS,Cap Skirring Airport,12.39821835,-16.750892885762433,49,,Africa/Dakar,CSK,SN,Cap Skirring,Ziguinchor,,AP
11125,CSL,,O Sullivan Army Air Field,35.236668,-120.63917,167,,America/Los_Angeles,CSL,US,,,,AP
11126,CSM,KCSM,Clinton Sherman Airport,35.539165,-96.933334,892,,America/Chicago,CSM,US,Clinton,Oklahoma,Lincoln County,AP
11127,CSN,KCXP,Carson Airport,39.194508049999996,-119.74021540263364,4698,http://flycarsoncity.com/,America/Los_Angeles,CSN,US,Carson City,Nevada,Carson City,AP
11128,CSO,EDBC,Cochstedt Airport,51.8559128,11.415935734337616,580,,Europe/Berlin,CSO,DE,Magdeburg,Saxony-Anhalt,,AP
11129,CSP,,Cape Spencer C G Heliport,58.1991004944,-136.639007568,"0",,America/Juneau,CSP,US,,,,AP
11130,CSQ,KCSQ,Creston Municipal Airport,41.066666,-94.36667,1289,http://www.crestoniowa.gov/crestonmunicipalairport.htm,America/Chicago,CSQ,US,Creston,Iowa,Union County,AP
11131,CSR,,Casuarito Airport,5.833333,-68.133333,242,,America/Bogota,CSR,CO,Casuarito,,,AP
11132,CSS,SSCL,CassilÃ¢ndia Airport,-18.983334,-51.983334,1669,,America/Campo_Grande,CSS,BR,CassilÃ¢ndia,Mato Grosso do Sul,Cassilandia,AP
11133,CST,NFCS,Castaway Island Seaplane Base,-17.5,177.5,"0",,Pacific/Fiji,CST,FJ,Lautoka,Western,,AP
11134,CSU,SSSC,Santa Cruz do Sul Airport,-29.68380235,-52.41103406734325,626,,America/Sao_Paulo,CSU,BR,Santa Cruz Do Sul,Rio Grande do Sul,Santa Cruz Do Sul,AP
11135,CSV,KCSV,Crossville Memorial Airport Whitson Field,35.95111,-85.084724,1873,http://www.crossvilletn.gov/index.php/departments/airport,America/Chicago,CSV,US,Crossville,Tennessee,Cumberland County,AP
11136,CSW,,Colorado do Oeste,-13.019444,-61.168056,711,,America/Porto_Velho,CSW,BR,,,,AP
11137,CSX,ZGHA,Changsha Huanghua International Airport,28.190666049999997,113.21991433924589,45,,Asia/Shanghai,CSX,CN,Changsha,,,AP
11138,CSY,UWKS,Cheboksary Airport,56.13333,47.266666,416,,Europe/Moscow,CSY,RU,Cheboksary,Chuvashia,Cheboksarskiy Rayon,AP
11139,CSZ,SAZC,Brigadier D.H.E. Ruiz Airport,-37.433334,-61.88333,754,,America/Argentina/Buenos_Aires,CSZ,AR,Coronel Suarez,Buenos Aires,Partido de Coronel Suarez,AP
11140,CTA,LICC,Catania-Fontanarossa Airport,37.467242600000006,15.067568274467547,22,http://www.aeroporto.catania.it/,Europe/Rome,CTA,IT,Catania,Sicily,Catania,AP
11141,CTB,KCTB,Cut Bank International Airport,48.63333,-112.333336,3802,http://www.cutbankairport.org/,America/Denver,CTB,US,Cut Bank,Montana,Glacier County,AP
11142,CTC,SANC,Coronel Felipe Varela International Airport,-28.448334,-65.779724,1729,,America/Argentina/Catamarca,CTC,AR,Catamarca,Catamarca,,AP
11143,CTD,MPCE,Alonso Valderrama Airport,7.98858265,-80.40974541912982,36,,America/Panama,CTD,PA,ChitrÃ©,Herrera,,AP
11144,CTE,,Carti Airport,8.833333,-80.833336,190,,America/Panama,CTE,PA,Carti,,,AP
11145,CTF,MGCT,Coatepeque Airport,14.766667,-91.916664,1318,,America/Guatemala,CTF,GT,Coatepeque,San Marcos,,AP
11146,CTG,SKCG,Rafael NuÃ±ez International Airport,10.441642850000001,-75.51305749492116,42,,America/Bogota,CTG,CO,Cartagena,Bolivar,,AP
11147,CTH,KMQS,Chester County G O Carlson Airport,39.983334,-75.833336,534,http://www.chestercountyairport.com/,America/New_York,CTH,US,Coatesville,Pennsylvania,Chester County,AP
11148,CTI,FNCV,Cuito Cuanavale Airport,-15.15992705,19.155908055237756,4156,,Africa/Luanda,CTI,AO,Cuito Cuanavale,,,AP
11149,CTK,,Canton Municipal Airport,43.3,-96.583336,1253,https://cantonsd.org/our-community/cornerstones/airport/,America/Chicago,CTK,US,Canton,South Dakota,Lincoln County,AP
11150,CTL,YBCV,Charleville Airport,-26.4132996,146.2619934,977,,Australia/Brisbane,CTL,AU,Charleville,,,AP
11151,CTM,MMCM,Aeropuerto Internacional de Chetumal,18.50736655,-88.33391304736077,36,http://chetumal.asa.gob.mx/wb/webasa/chetumal_aeropuertos,America/Cancun,CTM,MX,Chetumal,Quintana Roo,,AP
11152,CTN,YCKN,Cooktown Airport,-15.44428915,145.18490998673713,45,,Australia/Brisbane,CTN,AU,Cooktown,,,AP
11153,CTO,3C8,Calverton Executive Airpark,38.63333,-77.683334,305,,America/New_York,CTO,US,Calverton,Virginia,Fauquier County,AP
11154,CTP,,Carutapera Airport,-1.250278,-46.0172234,95,,America/Fortaleza,CTP,BR,Carutapera,Maranhao,Carutapera,AP
11155,CTQ,SSVP,Santa VitÃ³ria do Palmar Airport,-18.85,-50.1,1476,,America/Sao_Paulo,CTQ,BR,Santa VitÃ³ria Do Palmar,Minas Gerais,Santa Vitoria,AP
11156,CTR,YCAC,Cattle Creek Airport,-17.583332,"131.0",675,,Australia/Darwin,CTR,AU,,,,AP
11157,CTS,RJCC,New Chitose Airport,42.786787000000004,141.68295976251358,62,http://www.new-chitose-airport.jp/language/english/,Asia/Tokyo,SPK,JP,Chitose / Tomakomai,Hokkaido,,AP
11158,CTT,LFMQ,Le Castellet Airport,43.2522806,5.782726668745948,1351,,Europe/Paris,CTT,FR,Le Castellet,Provence-Alpes-Cote d'Azur,Departement du Var,AP
11159,CTU,ZUUU,Chengdu Shuangliu International Airport,30.554776699999998,103.9479446811554,1574,http://www.cdairport.com/cdairport/en_front/index.jsp,Asia/Shanghai,CTU,CN,Chengdu,Sichuan,,AP
11160,CTV,,Catoca Airport,-9.430985,20.311478,3523,,Africa/Luanda,CTV,AO,Saurimo,Lunda Sul Province,,AP
11161,CTW,,Cottonwood Airport,34.72952405,-112.03510468644183,3526,,America/Phoenix,CTW,US,Cottonwood,Arizona,Yavapai County,AP
11162,CTX,KN03,Cortland County Chase Field,42.5925704,-76.2143742,1213,,America/New_York,CTX,US,Cortland,New York,Cortland County,AP
11163,CTY,KCTY,Cross City Airport,29.63640735,-83.10488329268765,68,,America/New_York,CTY,US,Cross City,Florida,Dixie County,AP
11164,CTZ,KCTZ,Sampson County Airport,34.9758159,-78.3636912,170,,America/New_York,CTZ,US,Clinton,North Carolina,Sampson County,AP
11165,CUA,MMDA,Ciudad ConstituciÃ³n National Airport,25.036943,-111.664444,187,,America/Mazatlan,CUA,MX,Ciudad ConstituciÃ³n,,,AP
11166,CUB,KCUB,Jim Hamilton L.B. Owens Airport,33.936943,-81.11528,180,http://www.columbiasouthcarolina.com/owens.html,America/New_York,CAE,US,Columbia,,,AP
11167,CUC,SKCC,Camilo Daza International Airport,7.92892685,-72.51151602924828,1040,,America/Bogota,CUC,CO,CÃºcuta,Norte de Santander,,AP
11168,CUD,YCDR,Caloundra Airport,-26.80301345,153.10787226279018,26,,Australia/Brisbane,CUD,AU,Caloundra,Queensland,Sunshine Coast,AP
11169,CUE,SECU,Mariscal Lamar Airport,-2.889343,-78.98689,8284,,America/Guayaquil,CUE,EC,Cuenca,Azuay,,AP
11170,CUF,LIMZ,Cuneo International Airport,44.54739375,7.623336248505572,1253,http://www.aeroporto.cuneo.it/,Europe/Rome,CUF,IT,Cuneo,Piedmont,Provincia di Cuneo,AP
11171,CUG,YCUA,Cudal Airport,"-32.0","151.0",846,,Australia/Sydney,CUG,AU,Molong,,,AP
11172,CUH,KCUH,Cushing Municipal Airport,35.983334,-96.76667,935,,America/Chicago,CUH,US,Cushing,Oklahoma,Payne County,AP
11173,CUI,,Currillo Airport,4.666667,"-72.0",521,,America/Bogota,CUI,CO,Currillo,Casanare,,AP
11174,CUJ,,Culion Airport,11.833333,"120.0",439,,Asia/Manila,CUJ,PH,Culion Island,Mimaropa,Province of Palawan,AP
11175,CUK,MZCK,Caye Caulker Airport,17.7351537,-88.0322953740101,16,,America/Belize,CUK,BZ,Caye Caulker,,,AP
11176,CUL,MMCL,Bachigualato Federal International Airport,24.76450365,-107.47833897947221,88,,America/Mazatlan,CUL,MX,CuliacÃ¡n,Sinaloa,Culiacan,AP
11177,CUM,SVCU,CumanÃ¡ (Antonio JosÃ© de Sucre) Airport,10.4510747,-64.13215209001493,32,,America/Caracas,CUM,VE,CumanÃ¡,Sucre,Municipio Sucre,AP
11178,CUN,MMUN,Aeropuerto Internacional de CancÃºn,21.0407394,-86.8818149087711,72,http://www.asur.com.mx/asur/ingles/aeropuertos/cancun/cancun.asp,America/Cancun,CUN,MX,CancÃºn,Quintana Roo,,AP
11179,CUO,SKCR,CarurÃº Airport,1.033333,-71.23333,639,,America/Bogota,CUO,CO,CarurÃº,,,AP
11180,CUP,SVCP,General Francisco BermÃºdez Airport,10.660728500000001,-63.2615402262505,95,,America/Caracas,CUP,VE,CarÃºpano,Sucre,Municipio Bermudez,AP
11181,CUQ,YCOE,Coen Airport,-13.76219095,143.11575726213246,498,,Australia/Brisbane,CUQ,AU,Coen,,,AP
11182,CUR,TNCC,Hato International Airport,12.1890286,-68.96216089958281,13,,America/Curacao,CUR,CW,Willemstad,,,AP
11183,CUS,,Columbus Airport,31.833332,-107.63333,4022,,America/Denver,CUS,US,Columbus,New Mexico,Luna County,AP
11184,CUT,SAZW,Cutral-Co Airport,-38.9,"-69.0",1870,,America/Argentina/Salta,CUT,AR,Cutral-Co,Neuquen,,AP
